Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
FF22360,Washington,2687.31,No,Basic,Doctor,1/30/11,Employed,F,82210.0,Rural,Married,68,33.0,46,4.0,1,Personal Auto,Personal L2,Offer3,Call Center,51.96,Four-Door Car,Medsize,
IA15979,Washington,6948.33,No,Extended,College,2/6/11,Employed,M,40598.0,Urban,Single,91,35.0,98,0.0,5,Personal Auto,Personal L3,Offer1,Agent,302.79,Four-Door Car,Medsize,A
FR66336,California,5325.72,Yes,Basic,High School or Below,2/21/11,Unemployed,M,,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496.47,Two-Door Car,Medsize,A
DZ48278,Nevada,2853.51,No,Basic,High School or Below,2/2/11,Employed,M,38798.0,Urban,Married,72,24.0,48,0.0,1,Personal Auto,Personal L3,Offer2,Web,332.95,Four-Door Car,Medsize,A
MA83261,Arizona,2785.42,No,Basic,High School or Below,1/18/11,Employed,M,66378.0,Rural,Divorced,71,20.0,61,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,158.0,,,A
FP66891,California,2178.52,No,Basic,Bachelor,1/17/11,Unemployed,M,,Suburban,Single,65,18.0,63,0.0,1,Personal Auto,Personal L1,Offer1,Agent,319.49,Four-Door Car,Large,
CX12134,Nevada,4220.61,No,Premium,High School or Below,1/31/11,Employed,M,32471.0,Suburban,Single,110,0.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Agent,528.0,Two-Door Car,Medsize,
ND77597,Oregon,11084.61,No,Basic,Bachelor,1/17/11,Employed,M,25542.0,Suburban,Married,70,21.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Branch,448.37,Four-Door Car,Medsize,
SK67821,Oregon,4932.92,No,Basic,Bachelor,2/13/11,Employed,F,37260.0,Rural,Married,62,19.0,42,0.0,8,Corporate Auto,Corporate L1,Offer3,Web,15.44,Four-Door Car,Medsize,
VI66860,Nevada,3554.85,Yes,Extended,Master,1/10/11,Employed,F,58557.0,Rural,Married,88,4.0,83,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,55.51,Four-Door Car,Large,
AG85615,Oregon,24143.88,No,Extended,College,1/17/11,Unemployed,M,,Suburban,Single,87,9.0,75,0.0,2,Special Auto,Special L1,Offer1,Web,626.4,Four-Door Car,Medsize,
FU17577,Oregon,3788.81,No,Basic,High School or Below,1/10/11,Unemployed,F,,Suburban,Single,106,27.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,,,A
ZO89996,Oregon,2616.61,Yes,Basic,College,2/25/11,Employed,M,72302.0,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,
IN18876,Arizona,8123.02,No,Extended,Bachelor,2/4/11,Unemployed,F,,Suburban,Single,78,,47,,2,Special Auto,Special L1,Offer3,Web,561.6,Four-Door Car,Small,
BS53322,California,14196.97,No,Basic,High School or Below,1/6/11,Employed,F,77738.0,Urban,Married,118,18.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,463.46,SUV,Small,
VU99589,Arizona,34611.38,Yes,Basic,High School or Below,1/14/11,Employed,F,20090.0,Suburban,Married,109,10.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Agent,523.2,Sports Car,Medsize,
CW77053,Oregon,4476.81,No,Basic,High School or Below,2/23/11,Unemployed,F,,Suburban,Divorced,62,22.0,46,0.0,3,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize,
QN62538,Nevada,4803.94,No,Basic,High School or Below,2/24/11,Unemployed,M,,Suburban,Single,69,,25,,7,Corporate Auto,Corporate L2,Offer1,Call Center,496.8,Four-Door Car,Small,
OG69038,Washington,6220.77,No,Basic,High School or Below,2/5/11,Unemployed,F,,Suburban,Single,65,5.0,63,2.0,2,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Four-Door Car,Large,
DO83789,Arizona,5206.03,No,Basic,College,2/2/11,Employed,F,71661.0,Suburban,Married,65,7.0,92,0.0,4,Personal Auto,Personal L3,Offer4,Branch,312.0,Four-Door Car,Small,
RI40862,Nevada,5573.11,No,Basic,College,2/18/11,Employed,M,85704.0,Urban,Married,69,21.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Agent,325.4,Four-Door Car,Small,A
WW63253,California,7645.86,No,Basic,Bachelor,1/20/11,Unemployed,M,,Suburban,Married,106,18.0,65,0.0,7,Corporate Auto,Corporate L2,Offer1,Call Center,529.88,SUV,Medsize,
OE15600,California,2544.97,No,Basic,College,2/6/11,Employed,M,91169.0,Rural,Single,65,5.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,139.75,Two-Door Car,Medsize,A
RV15398,Oregon,27580.55,No,Extended,College,1/22/11,Unemployed,M,,Suburban,Divorced,87,16.0,41,1.0,2,Personal Auto,Personal L3,Offer1,Agent,417.6,Four-Door Car,Large,A
No73257,Nevada,2941.83,No,Basic,Bachelor,1/22/11,Employed,F,64431.0,Rural,Divorced,74,19.0,49,0.0,1,Personal Auto,Personal L2,Offer2,Branch,48.18,Four-Door Car,Medsize,
WA70405,Nevada,8306.55,No,Basic,College,1/13/11,Employed,M,89834.0,Suburban,Single,105,17.0,14,0.0,3,Personal Auto,Personal L3,Offer3,Agent,504.0,SUV,Medsize,A
VO43359,California,2404.38,No,Basic,High School or Below,2/24/11,Employed,M,62488.0,Urban,Married,62,35.0,47,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,200.69,Four-Door Car,Medsize,
QK23524,Oregon,5149.3,No,Extended,Bachelor,1/22/11,Employed,F,26877.0,Suburban,Married,131,5.0,2,0.0,1,Personal Auto,Personal L2,Offer4,Agent,628.8,SUV,Small,
MO82744,California,5656.2,No,Basic,Bachelor,1/1/11,Employed,F,45586.0,Urban,Divorced,72,17.0,20,0.0,4,Personal Auto,Personal L2,Offer1,Branch,203.42,Four-Door Car,Medsize,A
LY46898,California,5558.3,No,Basic,High School or Below,2/4/11,Employed,M,37473.0,Suburban,Married,70,0.0,92,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,336.0,Four-Door Car,Medsize,A
DZ81394,Oregon,8708.02,No,Basic,High School or Below,1/3/11,Unemployed,F,,Suburban,Single,118,20.0,19,0.0,3,Personal Auto,Personal L3,Offer1,Agent,1380.11,SUV,Medsize,A
BG55927,California,12206.89,No,Premium,College,1/9/11,Disabled,F,17705.0,Suburban,Married,108,7.0,19,1.0,2,Personal Auto,Personal L3,Offer2,Agent,668.74,Two-Door Car,Medsize,A
ZT60177,California,3802.99,No,Basic,High School or Below,2/20/11,Unemployed,F,,Suburban,Single,108,4.0,29,0.0,1,Personal Auto,Personal L3,Offer1,Web,932.65,Sports Car,Medsize,
OM70085,,8586.53,,Extended,Bachelor,2/7/11,Unemployed,F,,Suburban,Single,83,29.0,13,0.0,2,Personal Auto,Personal L2,Offer2,Agent,483.58,Four-Door Car,Medsize,A
KD16729,Nevada,6645.93,No,Extended,College,1/25/11,Employed,M,21144.0,Urban,Married,86,6.0,98,0.0,8,Personal Auto,Personal L2,Offer1,Branch,391.45,Two-Door Car,Medsize,
NA21420,Oregon,5278.2,No,Basic,Bachelor,2/3/11,Employed,F,62074.0,Rural,Divorced,67,24.0,22,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,49.44,Four-Door Car,Medsize,A
YI73667,Nevada,5340.81,No,Basic,College,1/17/11,Unemployed,F,,Suburban,Married,72,1.0,73,0.0,6,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,
GO75708,Arizona,6054.49,No,Extended,Master,2/6/11,Disabled,F,17200.0,Rural,Married,83,,62,,8,Personal Auto,Personal L2,Offer1,Branch,48.78,Four-Door Car,Medsize,A
EG81847,California,14255.23,No,Extended,High School or Below,1/29/11,Employed,F,31027.0,Suburban,Single,124,30.0,66,1.0,2,Personal Auto,Personal L1,Offer1,Call Center,597.58,SUV,Medsize,
KD93234,Oregon,5502.73,No,Basic,High School or Below,2/23/11,Unemployed,F,,Suburban,Married,72,33.0,39,0.0,7,Corporate Auto,Corporate L3,Offer4,Agent,345.6,Four-Door Car,Small,A
DN77617,California,5907.08,No,Basic,College,1/18/11,Employed,F,47306.0,Rural,Married,74,8.0,18,0.0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.72,Four-Door Car,Medsize,A
JV97593,California,6674.46,No,Extended,Bachelor,1/29/11,Employed,F,92653.0,Suburban,Married,83,15.0,80,1.0,6,Personal Auto,Personal L2,Offer1,Agent,456.52,Four-Door Car,Medsize,A
YQ16427,California,2415.83,No,Basic,High School or Below,2/3/11,Unemployed,F,,Suburban,Married,64,26.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Web,360.22,Four-Door Car,Large,A
IV55977,Oregon,2693.76,No,Basic,Bachelor,2/11/11,Unemployed,M,,Suburban,Married,73,35.0,87,1.0,1,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Small,
FP65563,Washington,15253.26,No,Basic,High School or Below,1/24/11,Employed,M,51937.0,Urban,Married,193,5.0,40,0.0,9,Personal Auto,Personal L3,Offer4,Web,850.39,Luxury Car,Small,A
UC88305,Arizona,2665.45,No,Basic,College,2/23/11,Employed,F,52266.0,Rural,Single,68,14.0,98,0.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.92,Two-Door Car,Medsize,
WL46620,Nevada,7724.68,No,Basic,Bachelor,2/22/11,Employed,M,29056.0,Suburban,Married,66,19.0,2,0.0,2,Personal Auto,Personal L3,Offer2,Branch,355.53,Two-Door Car,Medsize,
ZG90341,Oregon,9156.27,No,Premium,Bachelor,2/7/11,Employed,M,61200.0,Suburban,Single,118,20.0,74,0.0,4,Personal Auto,Personal L2,Offer1,Branch,566.4,Four-Door Car,Medsize,A
RY10920,Oregon,4330.39,Yes,Premium,College,2/16/11,Employed,M,60475.0,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,A
FY82691,California,6245.58,No,Extended,College,1/8/11,Employed,F,39608.0,Rural,Married,78,14.0,15,1.0,7,Corporate Auto,Corporate L3,Offer2,Agent,22.96,Four-Door Car,Medsize,A
EY89842,Arizona,4216.2,No,Basic,Bachelor,2/15/11,Unemployed,M,,Suburban,Single,114,3.0,70,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,820.8,SUV,Medsize,A
HX53470,California,4711.85,No,Extended,College,2/5/11,Unemployed,F,,Suburban,Single,129,15.0,73,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,1178.95,SUV,Medsize,A
RE29039,California,7568.85,No,Basic,High School or Below,1/11/11,Medical Leave,F,27558.0,Suburban,Married,65,18.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A
QA93530,Nevada,5757.49,No,Basic,College,2/10/11,Employed,F,81491.0,Rural,Divorced,72,21.0,24,0.0,3,Personal Auto,Personal L1,Offer3,Agent,61.72,Four-Door Car,Medsize,A
VR18539,Washington,8311.85,No,Basic,College,2/27/11,Employed,M,44843.0,Urban,Single,105,14.0,34,0.0,3,Personal Auto,Personal L2,Offer1,Branch,391.42,SUV,Medsize,A
SC78905,Oregon,2237.35,No,Basic,College,2/4/11,Unemployed,F,,Suburban,Married,61,19.0,44,0.0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,,,A
HJ19927,Nevada,5297.63,No,Basic,Master,2/16/11,Medical Leave,M,14775.0,Rural,Married,69,11.0,44,0.0,5,Personal Auto,Personal L3,Offer3,Agent,170.94,Four-Door Car,Medsize,A
SS59521,Oregon,4770.26,No,Basic,College,1/2/11,Unemployed,F,,Suburban,Married,68,2.0,28,1.0,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,A
UM27359,Arizona,7524.88,No,Basic,Bachelor,2/15/11,Employed,M,49530.0,Urban,Married,63,8.0,64,0.0,2,Personal Auto,Personal L1,Offer2,Web,278.24,Four-Door Car,Medsize,A
QY70905,Arizona,2668.66,No,Basic,College,1/12/11,Employed,M,30718.0,Suburban,Married,67,26.0,49,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,A
BH61137,Arizona,8173.5,No,Basic,Bachelor,1/28/11,Employed,F,68144.0,Suburban,Married,70,29.0,98,4.0,2,Personal Auto,Personal L1,Offer1,Web,336.0,Four-Door Car,Large,A
RX25695,Arizona,22721.24,No,Extended,Bachelor,2/18/11,Employed,M,26900.0,Suburban,Married,97,7.0,21,1.0,2,Personal Auto,Personal L3,Offer4,Call Center,465.6,Four-Door Car,Medsize,A
SA54664,Washington,2654.38,No,Basic,Master,2/18/11,Employed,M,73196.0,Rural,Married,66,0.0,93,1.0,1,Personal Auto,Personal L2,Offer2,Web,85.81,Four-Door Car,Large,
YB70005,Oregon,9767.94,No,Extended,College,1/2/11,Employed,M,36225.0,Rural,Married,123,7.0,84,0.0,8,Special Auto,Special L2,Offer1,Branch,221.05,SUV,Large,
CO44221,California,2929.92,No,Basic,College,1/2/11,Employed,M,98473.0,Suburban,Married,72,19.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize,
IK66117,California,4969.36,No,Basic,High School or Below,1/3/11,Medical Leave,M,21827.0,Suburban,Married,67,18.0,53,0.0,8,Special Auto,Special L2,Offer2,Branch,321.6,Four-Door Car,Medsize,
NB27041,Arizona,9035.67,Yes,Premium,High School or Below,1/21/11,Employed,F,34337.0,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,542.4,Four-Door Car,Large,A
AW27717,California,20531.65,No,Extended,High School or Below,1/8/11,Disabled,F,12503.0,Rural,Single,92,4.0,31,0.0,2,Personal Auto,Personal L3,Offer1,Branch,120.7,Four-Door Car,Medsize,A
MJ14480,Arizona,5599.38,No,Basic,High School or Below,1/15/11,Employed,F,35012.0,Suburban,Single,72,0.0,50,0.0,6,Personal Auto,Personal L3,Offer2,Agent,345.6,Four-Door Car,Medsize,
JB47784,Oregon,5534.82,No,Basic,Doctor,1/23/11,Employed,F,81945.0,Rural,Single,68,19.0,45,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,47.45,Four-Door Car,Small,
NU64028,Nevada,12265.6,No,Basic,Bachelor,1/1/11,Employed,M,35693.0,Suburban,Divorced,103,8.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Branch,494.4,,,
VG16827,California,4626.8,Yes,Basic,Master,1/16/11,Employed,F,79487.0,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize,A
JQ95021,California,3386.19,No,Extended,College,2/13/11,Employed,M,67249.0,Rural,Divorced,86,25.0,4,0.0,1,Special Auto,Special L1,Offer3,Web,33.89,Four-Door Car,Medsize,
YS94121,Nevada,5645.4,No,Basic,High School or Below,2/27/11,Employed,M,50366.0,Suburban,Divorced,72,9.0,5,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,428.73,Four-Door Car,Small,
CQ21583,Oregon,21274.34,No,Extended,Doctor,1/22/11,Medical Leave,M,17932.0,Suburban,Married,79,8.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,379.2,Four-Door Car,Medsize,
LB83807,Oregon,8343.41,No,Premium,Bachelor,1/30/11,Employed,M,63354.0,Suburban,Single,106,16.0,39,0.0,9,Personal Auto,Personal L3,Offer1,Agent,508.8,Two-Door Car,Large,
OH23652,Oregon,4693.75,No,Extended,Bachelor,2/6/11,Medical Leave,F,26607.0,Suburban,Married,122,3.0,73,0.0,1,Personal Auto,Personal L2,Offer1,Agent,585.6,SUV,Medsize,A
KD63903,Arizona,8586.66,No,Basic,College,2/27/11,Unemployed,M,,Suburban,Married,118,6.0,32,0.0,5,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,Medsize,
PN53766,California,5450.39,No,Basic,Doctor,1/14/11,Employed,M,43091.0,Urban,Married,69,2.0,36,1.0,6,Corporate Auto,Corporate L3,Offer1,Branch,330.14,Four-Door Car,Medsize,A
GZ79662,Arizona,5484.59,No,Basic,High School or Below,2/21/11,Employed,M,47611.0,Suburban,Married,69,,65,,4,Corporate Auto,Corporate L3,Offer2,Call Center,593.65,,,A
SN41301,Oregon,6535.56,No,Basic,Bachelor,2/10/11,Unemployed,M,,Suburban,Single,65,14.0,62,0.0,2,Corporate Auto,Corporate L2,Offer3,Branch,468.0,Four-Door Car,Medsize,
SS34897,California,2541.52,No,Basic,Bachelor,1/27/11,Employed,M,63546.0,Rural,Married,64,1.0,53,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,131.81,Four-Door Car,Medsize,A
OM70085,Oregon,8586.53,No,Extended,Bachelor,2/7/11,Unemployed,F,,Suburban,Single,83,29.0,13,0.0,2,Personal Auto,Personal L2,Offer2,Agent,483.58,Four-Door Car,Medsize,A
DL11519,Oregon,6875.61,No,Basic,College,2/27/11,Unemployed,M,,Suburban,Single,104,24.0,49,0.0,6,Special Auto,Special L2,Offer1,Branch,748.8,SUV,Medsize,
XI62151,Oregon,13297.64,No,Basic,College,1/24/11,Employed,M,88430.0,Suburban,Married,66,7.0,17,1.0,2,Personal Auto,Personal L1,Offer1,Agent,316.8,Four-Door Car,Medsize,
FV33188,Washington,2453.57,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,29735.0,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,A
UI62725,Oregon,5520.48,No,Basic,Bachelor,1/2/11,Employed,M,94676.0,Suburban,Divorced,69,27.0,14,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,331.2,,,A
SN49269,Oregon,7812.89,No,Basic,High School or Below,2/16/11,Employed,M,72353.0,Suburban,Divorced,66,27.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Small,
FM10372,California,3816.41,No,Extended,College,2/6/11,Employed,F,82414.0,Rural,Divorced,95,10.0,85,0.0,1,Personal Auto,Personal L3,Offer4,Branch,30.42,Four-Door Car,Large,A
KB15252,Arizona,8709.32,No,Extended,College,1/6/11,Unemployed,F,,Suburban,Married,77,29.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,509.1,Two-Door Car,Medsize,A
VN92740,Arizona,2771.05,Yes,Basic,College,1/11/11,Employed,F,50071.0,Rural,Single,71,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,18.92,Two-Door Car,Medsize,A
DL34364,California,2914.09,No,Extended,High School or Below,1/25/11,Disabled,M,28523.0,Suburban,Married,77,15.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large,
SR74929,Oregon,9460.18,No,Extended,High School or Below,1/22/11,Unemployed,F,,Suburban,Single,133,,32,,6,Personal Auto,Personal L1,Offer1,Call Center,1443.46,SUV,Medsize,A
KR25511,Washington,6005.21,Yes,Extended,High School or Below,1/12/11,Employed,M,26876.0,Suburban,Single,76,17.0,72,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,,,
QO54008,Oregon,13419.4,No,Extended,Master,1/8/11,Unemployed,M,,Suburban,Divorced,122,15.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,827.79,SUV,Small,A
JD81426,Arizona,3459.04,No,Extended,High School or Below,1/11/11,Employed,M,97162.0,Rural,Married,86,0.0,63,0.0,1,Personal Auto,Personal L1,Offer3,Web,32.72,Four-Door Car,Medsize,A
VA91846,Arizona,5577.54,No,Basic,College,1/9/11,Employed,M,97868.0,Urban,Married,70,5.0,22,1.0,3,Special Auto,Special L2,Offer3,Branch,267.79,Two-Door Car,Large,
AN57220,Oregon,17263.64,No,Basic,Bachelor,2/28/11,Employed,F,96917.0,Rural,Married,61,24.0,2,0.0,2,Special Auto,Special L3,Offer4,Web,71.94,Four-Door Car,Medsize,A
DQ54144,Arizona,8841.77,No,Basic,High School or Below,1/12/11,Unemployed,F,,Suburban,Married,118,12.0,45,0.0,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small,A
WN53966,California,3693.44,No,Extended,Master,1/15/11,Employed,M,85871.0,Rural,Married,92,4.0,25,1.0,1,Personal Auto,Personal L3,Offer4,Call Center,112.63,Four-Door Car,Medsize,A
GA86186,,3230.58,,Extended,College,1/5/11,Employed,M,62873.0,Urban,Divorced,81,0.0,41,0.0,1,Special Auto,Special L3,Offer2,Call Center,207.75,Four-Door Car,Medsize,
DG46291,Nevada,9500.08,No,Premium,High School or Below,1/21/11,Employed,F,96276.0,Urban,Married,117,33.0,81,0.0,6,Personal Auto,Personal L1,Offer1,Call Center,553.5,Four-Door Car,Medsize,A
VC11777,California,5187.65,No,Basic,High School or Below,2/23/11,Employed,F,80521.0,Suburban,Single,65,20.0,43,2.0,9,Personal Auto,Personal L1,Offer1,Branch,342.91,Four-Door Car,Small,
TZ51184,Arizona,9778.98,No,Extended,College,1/10/11,Unemployed,M,,Suburban,Single,137,7.0,15,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,986.4,SUV,Medsize,
ZD75163,Nevada,9295.41,No,Premium,High School or Below,2/14/11,Unemployed,M,,Suburban,Single,261,33.0,44,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,2759.79,Luxury Car,Medsize,A
WZ53904,Arizona,2659.98,No,Basic,Bachelor,1/11/11,Employed,M,21297.0,Rural,Single,71,26.0,56,0.0,1,Personal Auto,Personal L3,Offer2,Agent,45.51,Four-Door Car,Medsize,
AN80983,Oregon,5218.34,No,Basic,College,1/23/11,Employed,M,85721.0,Suburban,Married,65,12.0,45,0.0,5,Corporate Auto,Corporate L2,Offer4,Web,312.0,Four-Door Car,Medsize,
TU77462,Oregon,7469.56,No,Extended,College,1/3/11,Employed,M,48088.0,Rural,Married,94,25.0,73,0.0,4,Personal Auto,Personal L2,Offer1,Web,134.83,Two-Door Car,Medsize,A
WT38706,Oregon,14635.45,Yes,Extended,Bachelor,2/27/11,Unemployed,F,,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,
AW84946,Arizona,4479.6,No,Basic,Bachelor,2/4/11,Employed,M,36349.0,Urban,Married,117,13.0,49,3.0,1,Personal Auto,Personal L2,Offer1,Agent,326.79,SUV,Medsize,
KH48996,Arizona,11900.54,No,Basic,Bachelor,2/23/11,Employed,F,97205.0,Rural,Divorced,100,22.0,40,2.0,2,Personal Auto,Personal L2,Offer3,Branch,5.57,Sports Car,Small,
UN77671,California,7330.19,No,Extended,College,1/23/11,Employed,F,26906.0,Rural,Married,92,17.0,12,0.0,3,Personal Auto,Personal L3,Offer3,Branch,106.53,Two-Door Car,Medsize,A
ZU83252,,8703.73,,Basic,Master,2/9/11,Employed,F,61897.0,Rural,Married,72,7.0,79,0.0,2,Personal Auto,Personal L3,Offer3,Web,3.41,Four-Door Car,Medsize,
DI82448,California,4700.42,No,Basic,Bachelor,1/4/11,Unemployed,M,,Suburban,Single,70,2.0,33,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,504.0,Four-Door Car,Medsize,A
ER65086,Nevada,6131.66,No,Extended,Doctor,1/18/11,Employed,M,90778.0,Rural,Married,76,31.0,29,0.0,7,Personal Auto,Personal L3,Offer3,Branch,62.29,Four-Door Car,Medsize,A
KK30016,Nevada,5532.63,No,Basic,Master,1/5/11,Employed,M,27722.0,Suburban,Divorced,69,3.0,29,0.0,9,Personal Auto,Personal L3,Offer3,Call Center,331.2,Four-Door Car,Medsize,
KE41602,Arizona,7588.36,No,Extended,High School or Below,2/23/11,Employed,M,76516.0,Suburban,Married,95,13.0,15,0.0,9,Personal Auto,Personal L1,Offer2,Branch,661.01,Two-Door Car,Medsize,
NX31380,Arizona,7094.17,No,Extended,Bachelor,2/18/11,Employed,F,23032.0,Suburban,Married,89,30.0,22,0.0,7,Corporate Auto,Corporate L1,Offer1,Branch,427.2,Four-Door Car,Medsize,
SB18278,Oregon,4644.7,No,Basic,Bachelor,2/14/11,Unemployed,M,,Suburban,Divorced,64,23.0,71,0.0,6,Corporate Auto,Corporate L1,Offer3,Branch,307.2,Four-Door Car,Small,
VK69632,California,2912.91,No,Basic,Bachelor,2/5/11,Employed,F,68899.0,Rural,Single,74,6.0,60,0.0,1,Personal Auto,Personal L3,Offer2,Branch,66.1,Two-Door Car,Medsize,A
TX13297,,2396.22,,Basic,Bachelor,1/10/11,Unemployed,F,,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.16,Four-Door Car,Large,
KN21017,Nevada,3208.23,No,Extended,High School or Below,1/21/11,Employed,M,52367.0,Urban,Married,81,25.0,64,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,275.99,Four-Door Car,Medsize,
SC70396,Oregon,3498.77,No,Extended,Bachelor,1/17/11,Employed,M,58484.0,Rural,Divorced,88,15.0,65,1.0,1,Personal Auto,Personal L1,Offer1,Web,43.54,Two-Door Car,Medsize,A
MG10140,Oregon,3746.75,Yes,Extended,College,2/26/11,Employed,F,41479.0,Rural,Married,94,14.0,38,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,19.58,Two-Door Car,Large,A
EZ70589,Washington,7462.93,Yes,Extended,College,1/28/11,Employed,F,70263.0,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,7.35,Two-Door Car,Small,A
AD28535,California,3554.85,Yes,Extended,Master,1/10/11,Employed,F,58557.0,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L1,Offer1,Branch,55.51,Four-Door Car,Large,
HO94329,Arizona,25900.2,No,Basic,College,1/14/11,Employed,M,53105.0,Urban,Married,110,6.0,65,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,365.36,SUV,Medsize,A
ZW19492,Oregon,2404.92,No,Basic,Bachelor,2/14/11,Employed,M,63455.0,Urban,Divorced,61,26.0,71,0.0,1,Personal Auto,Personal L3,Offer1,Branch,287.65,Two-Door Car,Medsize,A
CA55066,Arizona,12157.33,Yes,Premium,High School or Below,2/27/11,Employed,M,57449.0,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,
BP34620,California,5615.07,No,Basic,Bachelor,1/3/11,Disabled,F,19949.0,Suburban,Married,74,0.0,99,1.0,3,Corporate Auto,Corporate L2,Offer1,Branch,355.2,,,
XY57950,California,3618.43,No,Extended,College,2/28/11,Unemployed,M,,Suburban,Divorced,99,0.0,71,0.0,1,Special Auto,Special L2,Offer1,Branch,475.2,Four-Door Car,Medsize,A
EP64069,California,5138.24,No,Basic,Bachelor,1/8/11,Employed,F,72264.0,Urban,Married,64,2.0,66,0.0,9,Corporate Auto,Corporate L3,Offer3,Web,272.65,,,A
UP71482,Arizona,7236.13,No,Basic,High School or Below,1/11/11,Unemployed,M,,Suburban,Married,63,11.0,73,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,383.36,Four-Door Car,Large,
UU32345,,22332.44,,Extended,College,1/11/11,Employed,M,49078.0,Suburban,Single,97,10.0,3,0.0,2,Corporate Auto,Corporate L3,Offer2,Branch,484.01,Four-Door Car,Medsize,A
QQ86648,Oregon,5658.53,No,Basic,High School or Below,1/20/11,Employed,M,78834.0,Suburban,Married,72,14.0,20,2.0,8,Personal Auto,Personal L1,Offer2,Call Center,345.6,Two-Door Car,Small,
